title,author(s),average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
the year of magical thinking,joan didion,3.89,9781400043149,en-US,227,2656,336,10/4/2005,Knopf Publishing Group,"['biography', 'drama', 'family', 'fiction', 'marriage', 'medical']"
the white album,joan didion,4.17,9780374522216,eng,222,11889,738,10/1/1990,Farrar Straus Giroux,['travel']
a book of common prayer,joan didion,3.8,9780679754862,eng,272,2962,255,4/11/1995,Vintage International,['fiction']
where i was from,joan didion,3.86,9780679752868,eng,240,2842,292,9/14/2004,Vintage,['history']
slouching towards bethlehem,joan didion,4.21,9780374521721,eng,238,26934,1825,10/1/1990,Farrar Straus Giroux,"['essays', 'spirituality']"
democracy,joan didion,3.81,9780679754855,en-US,234,2070,169,4/25/1995,Vintage International,"['presidents', 'fiction']"
we tell ourselves stories in order to live: collected nonfiction,joan didion/john leonard,4.5,9780307264879,eng,1122,1564,108,10/17/2006,Everyman's Library,[]
play it as it lays,joan didion/david thomson,3.87,9780374529949,eng,231,23656,1706,11/15/2005,Farrar  Straus and Giroux,['fiction']
the new york trilogy,paul auster/art spiegelman/luc sante,3.89,9780143039839,eng,308,43200,1873,3/28/2006,Penguin Classics,"['fiction', 'classic literature', 'mystery', 'literature']"
city of glass (the new york trilogy  #1),paul auster,3.79,9780140097313,eng,203,12410,734,4/7/1987,Penguin Books,['fiction']
ghosts (the new york trilogy  #2),paul auster,3.64,9780140097351,eng,96,3672,195,7/7/1987,Penguin Books,['fiction']
the locked room (the new york trilogy  #3),paul auster,3.89,9780940650763,eng,179,2998,164,11/1/1986,Sun and Moon Press,['fiction']
pyramids of montauk: explorations in consciousness,peter moon/preston b. nichols/nina helms,3.89,9780963188922,eng,256,74,2,1/1/1995,Sky Books (NY),[]
the brooklyn follies,paul auster,3.84,9780312426231,eng,306,17977,1157,10/17/2006,Picador,"['autobiography', 'fiction']"
moon palace,paul auster,3.94,9780140115857,eng,320,16099,503,4/1/1990,Penguin Books,"['fiction', 'roman']"
the music of chance,paul auster,3.9,9780140154078,en-US,217,361,36,12/1/1991,Penguin Books,['fiction']
travels in the scriptorium,paul auster,3.23,9780805081459,eng,145,6688,562,1/23/2007,Henry Holt & Company,['fiction']
leviathan,paul auster,3.96,9780140178135,eng,275,11744,443,9/1/1993,Penguin Books,[]
the red notebook: true stories,paul auster,3.77,9780811214988,eng,104,2390,120,6/17/2002,New Directions,[]
timbuktu / leviathan / moon palace,paul auster,4.38,9782742741465,fre,1075,21,1,11/7/2002,Actes Sud,[]
collapse: how societies choose to fail or succeed,jared diamond,3.93,9780143036555,eng,608,52522,2780,12/27/2005,Penguin Books Ltd. (London),"['sociology', 'environment', 'nature', 'history', 'nonfiction', 'anthropology', 'world history']"
the coming economic collapse: how you can thrive when oil costs $200 a barrel,stephen leeb/glen c. strathy,3.4,9780446579780,en-US,211,213,26,2/1/2006,Business Plus,"['business', 'nonfiction']"
collapse of complex societies,joseph a. tainter,4.15,9780521386739,eng,262,719,86,3/29/1990,Cambridge University Press,"['philosophy', 'archaeology']"
bowling alone: the collapse and revival of american community,robert d. putnam,3.8,9780743203043,eng,544,4762,512,8/7/2001,Simon  Schuster,"['history', 'sociology', '20th century', 'united states']"
the collapse of the common good: how america's lawsuit culture undermines our freedom,philip k. howard,3.91,9780345438713,eng,272,62,4,1/29/2002,Ballantine Books,['law']
reinventing the enemy's language: contemporary native women's writings of north america,joy harjo/gloria bird/beth cuthand/valerie martinez/patricia blanco,4.39,9780393318289,eng,576,278,20,9/17/1998,W. W. Norton  Company,[]
my inventions,nikola tesla,4.01,9781599869940,eng,88,2862,262,5/17/2006,Filiquarian Publishing  LLC.,"['history', 'biography']"
wizard: the life and times of nikola tesla: biography of a genius,marc j.  seifer/william h. terbo,3.78,9780806519609,eng,542,2829,334,2/1/2001,Citadel,['biography']
nikola tesla: a spark of genius,carol dommermuth-costa,3.93,9780822549208,eng,144,105,5,10/1/1994,Lerner Publications,['biography']
tesla papers,nikola tesla/david hatcher childress,4.13,9780932813862,eng,100,102,2,12/1/2000,Adventures Unlimited Press,[]
boys of summer,julie elizabeth leto/leslie kelly/kimberly raye,3.77,9780373792689,eng,249,478,12,6/27/2006,Harlequin Blaze,[]
programming ruby: the pragmatic programmers' guide,dave thomas/chad fowler/andy hunt,4.03,9780974514055,en-US,828,1577,49,10/11/2004,Pragmatic Bookshelf,[]
golding's lord of the flies (cliffs notes),maureen kelly/cliffsnotes/william golding,3.95,9780764585975,eng,112,73,8,6/13/2000,Cliffs Notes,[]
lord of the flies,william golding,3.68,9780307281708,eng,6,408,96,10/11/2005,Listening Library (Audio),"['fiction', 'relationships', 'adventure', 'survival', 'english literature', 'death', 'thriller', 'leadership']"
a war like no other: how the athenians & spartans fought the peloponnesian war,victor davis hanson,4.11,9780812969702,eng,397,1693,100,9/12/2006,Random House,[]
we were not like other people,ephraim sevela/antonina w. bouis,4.14,9780060255084,eng,216,1,0,1/1/1989,HarperCollins Publishers,['fiction']
the lovely bones,alice sebold,3.81,9780330485388,en-GB,328,6485,966,6/1/2003,Picador,"['fiction', 'ghost stories']"
lovely in her bones (elizabeth macpherson  #2),sharyn mccrumb,3.8,9780345360359,eng,224,1371,43,5/13/1990,Ballantine Books,['fiction']
html  xhtml  and css (visual quickstart guide),elizabeth castro,3.8,9780321430847,en-US,456,549,42,8/1/2006,Peachpit Press,"['internet', 'design', 'nonfiction']"
1000 record covers,michael ochs/patrick javault/ulrike wasel,3.85,9783822840856,mul,575,288,31,5/15/2005,Taschen,['art']
killing yourself to live: 85% of a true story,chuck klosterman,3.81,9780743264464,eng,245,26381,1109,6/13/2006,Scribner,"['death', 'travel']"
sex  drugs  and cocoa puffs: a low culture manifesto,chuck klosterman,3.73,9780743236010,eng,272,62089,3324,7/2/2004,Scribner,[]
vice (v  #8),jane feather,3.51,9780553572490,eng,419,474,19,5/2/1996,Bantam,[]
zen and the art of motorcycle maintenance: an inquiry into values (phaedrus  #1),robert m. pirsig,3.77,9780060589462,eng,540,166046,6446,4/25/2006,HarperTorch,"['biography', 'nonfiction', 'philosophy', 'psychology', 'travel', 'autobiography']"
once upon a cool motorcycle dude,kevin o'malley/carol heyer/scott goto,4.08,9780802789471,eng,32,1773,274,4/1/2005,Walker & Company,"['fiction', 'fairy tales', 'princesses']"
guidebook to zen and the art of motorcycle maintenance,ronald l. disanto/thomas j. steele,3.72,9780688060695,en-GB,408,286,10,11/19/1990,William Morrow Paperbacks,"['travel', 'reference']"
motorcycle basics techbook,john harold haynes,3.85,9781859605158,eng,222,40,2,7/5/2002,Haynes Manuals N. America  Inc.,[]
logo lounge: 2 000 international identities by leading designers,catharine m. fishel/bill gardner,3.93,9781592530878,eng,191,27,0,9/1/2004,Rockport Publishers,['history']
the death of ivan ilych and other stories,leo tolstoy/hugh mclean,4.11,9780451528803,eng,304,7300,266,4/1/2003,Signet Classics,"['fiction', 'classic literature', 'russian literature']"
war and peace,leo tolstoy/henry gifford/aylmer maude/louise maude,4.11,9780192833983,eng,1392,211671,6245,6/25/1998,Oxford University Press,"['history', 'fiction', 'russia', 'classic literature', 'historical fiction', 'classics', 'russian literature', 'literature']"
the kingdom of god is within you,leo tolstoy/constance garnett,4.13,9780486451381,eng,352,2403,210,9/8/2006,Dover Publications,['christianity']
atlas shrugged,ayn rand/leonard peikoff,3.69,9780452011878,eng,1168,322483,14702,8/1/1999,Plume,"['fiction', 'science fiction']"
for the new intellectual: the philosophy of ayn rand,ayn rand,3.68,9780451163080,eng,224,2750,108,12/1/1963,Signet Book,"['nonfiction', 'philosophy']"
the fountainhead,ayn rand,3.87,9780452286757,en-US,752,1886,229,4/26/2005,Dutton,"['fiction', 'psychology', 'classic literature']"
the virtue of selfishness: a new concept of egoism,ayn rand/nathaniel branden,3.51,9780451163936,eng,176,11462,467,11/1/1964,Signet,['philosophy']
anthem,ayn rand,3.63,9780452281257,eng,105,110952,7277,12/1/1999,NAL,"['fiction', 'time travel', 'psychology']"
we the living,ayn rand/leonard peikoff,3.91,9780451187840,eng,464,23199,1086,1/1/1996,Signet,"['fiction', 'history']"
capitalism: the unknown ideal,ayn rand/nathaniel branden/alan greenspan/robert hessen,3.88,9780451147950,eng,340,3501,153,7/15/1986,Signet,[]
letters of ayn rand,ayn rand/michael s. berliner/leonard peikoff,3.96,9780452274044,eng,681,18,2,2/1/1997,NAL,['united states']
sailing for dummies,j.j. isler/peter isler,3.95,9780471791430,eng,416,150,7,6/1/2006,For Dummies,['nonfiction']
sailing from byzantium: how a lost empire shaped the world,colin  wells,3.88,9780553803815,eng,368,646,83,7/25/2006,Delacorte Press,"['history', 'medieval']"
sailing alone around the room: new and selected poems,billy collins,4.23,9780375755194,eng,192,12180,630,9/17/2002,Random House Trade Paperbacks,['poetry']
the greatest sailing stories ever told: twenty-seven unforgettable stories,christopher caswell,3.62,9781592283194,eng,286,51,5,4/1/2004,Lyons Press,['fiction']
"natural cures ""they"" don't want you to know about",kevin trudeau,3.09,9780975599518,en-US,571,1601,284,1/1/2004,Alliance Publishing,[]
the natural,bernard malamud/kevin baker,3.63,9780374502003,eng,231,8854,672,7/7/2003,Farrar Straus Giroux,"['fiction', 'baseball']"
digging to america,anne tyler,3.55,9780307263940,eng,277,17155,1841,5/2/2006,Alfred A. Knopf,"['fiction', 'adoption']"
rereading america: cultural contexts for critical thinking and writing,gary colombo/bonnie lisle,3.77,9780312405540,eng,826,44,3,1/21/2004,Bedford Books,['united states']
modern latin america,thomas e. skidmore/peter h. smith,3.59,9780195170139,en-US,528,234,11,10/7/2004,Oxford University Press  USA,"['history', '20th century']"
the plot against america,philip roth,3.77,9781400079490,eng,391,33321,2925,9/27/2005,Vintage International,"['fiction', 'presidents']"
naked pictures of famous people,jon   stewart,3.59,9780688171629,en-GB,164,8703,417,9/22/1999,Dey Street Books,[]
collected stories,gabriel garcía márquez/gregory rabassa/j.s. bernstein,4.19,9780060932688,eng,352,6375,179,5/13/2008,Harper Perennial Modern Classics,[]
crónica de una muerte anunciada,gabriel garcía márquez,3.97,9781400034956,spa,118,7888,411,10/14/2003,Vintage Espanol,"['death', 'fiction', 'spanish literature']"
del amor y otros demonios,gabriel garcía márquez,3.98,9780307350442,spa,176,4508,278,2/7/2006,Plaza y Janes,"['fiction', 'literary fiction', 'historical romance', 'love', 'roman']"
living to tell the tale,gabriel garcía márquez/edith grossman,3.99,9781400034543,eng,533,397,47,10/12/2004,Vintage,['biography']
memoria de mis putas tristes,gabriel garcía márquez,3.6,9781400095803,spa,112,5856,377,10/19/2004,Vintage Espanol,"['psychology', 'biography', 'fiction']"
the elegant universe: superstrings  hidden dimensions  and the quest for the ultimate theory,brian greene,4.07,9780375708114,eng,425,32569,1058,9/2/2004,Vintage Books USA,[]
pure and simple: the extraordinary teachings of a thai buddhist laywoman,upasika kee nanayon/thanissaro bhikkhu,4.29,9780861714926,eng,288,37,6,5/15/2005,Wisdom Publications,['buddhism']
the mini rough guide to london,rob humphreys/beth chaplin/rebecca morrill,3.75,9781843535843,eng,363,1,0,4/1/2006,Rough Guides,[]
best of london (lonely planet best of),lonely planet/sarah johnstone/steve fallon,3.83,9781740594776,eng,128,11,0,9/1/2004,Lonely Planet,[]
lonely planet londres,lonely planet/sarah johnstone/tom masters,4.03,9788408064763,spa,480,0,0,5/1/2006,Geoplaneta,[]
out to eat london 2002 (lonely planet out to eat),lonely planet/mark honan,0.0,9781740592055,eng,295,0,0,9/1/2001,Lonely Planet,[]
three nights in august: strategy  heartbreak  and joy inside the mind of a manager,h.g. bissinger,3.88,9780618710539,eng,287,6870,237,4/4/2006,Mariner Books,[]
cryptonomicon,neal stephenson,4.25,9780060512804,eng,1139,83184,4249,11/1/2002,Avon,"['fiction', 'literature', 'science fiction']"
le réseau kinakuta (cryptonomicon  #2),neal stephenson,4.1,9782228894166,fre,418,5,0,3/31/2001,Payot,"['fiction', 'literature', 'science fiction']"
the confusion (the baroque cycle  #2),neal stephenson,4.26,9780060733353,en-US,815,19320,565,6/14/2005,William Morrow Paperbacks,"['pirates', 'historical fiction', 'fiction', 'history']"
quicksilver (the baroque cycle  #1),neal stephenson,3.93,9780060593087,eng,927,30872,1735,9/21/2004,HarperCollins Perennial,"['fiction', 'historical fiction', 'history']"
the cobweb,neal stephenson/j. frederick george,3.61,9780553383447,eng,448,2465,137,5/31/2005,Spectra Books,"['science fiction', 'thriller', 'fiction']"
the big u,neal stephenson,3.25,9780380816033,en-US,308,4657,223,2/6/2001,William Morrow Paperbacks,"['literature', 'fiction', 'terrorism']"
the diamond age: or  a young lady's illustrated primer,neal stephenson/pedro jorge romero,4.19,9780553380965,eng,499,71042,2767,5/2/2000,Spectra,"['fiction', 'science fiction']"
interface,neal stephenson/george f. jewsbury/stephen  bury,3.68,9780553383430,eng,640,4731,270,5/31/2005,Spectra,"['fiction', 'presidents']"
odalisque (the baroque cycle  vol. 1  book 3),neal stephenson,4.2,9780060833183,en-US,464,1567,65,3/28/2006,HarperTorch,"['fiction', 'historical fiction']"
snow crash,neal stephenson/guy abadia,4.03,9780553380958,eng,438,188100,6612,8/2/2000,Bantam Books,"['fiction', 'science fiction', 'suspense']"
harrington on hold 'em: expert strategy for no-limit tournaments  volume ii: the endgame,dan harrington/bill robertie,4.16,9781880685358,eng,450,1474,30,6/1/2005,Two Plus Two Publishing LLC,['sports']
harrington on hold 'em: expert strategy for no-limit tournaments  volume i: strategic play,dan harrington/bill robertie,4.24,9781880685334,eng,381,1929,72,12/1/2004,Two Plus Two Publishing LLC,['games']
the design of everyday things,donald a. norman,4.17,9780465067107,eng,240,18602,1379,9/19/2002,Basic Books,"['textbooks', 'design', 'psychology', 'nonfiction', 'art', 'business', 'leadership']"
emotional design: why we love (or hate) everyday things,donald a. norman,3.95,9780465051366,eng,272,3702,149,5/11/2005,Basic Books,['design']
the psychology of everyday things,donald a. norman,4.17,9780465067091,eng,257,265,31,6/13/1988,Basic Books,"['textbooks', 'design', 'psychology', 'nonfiction', 'art', 'business', 'leadership']"
no price too high: a pentecostal preacher becomes catholic - the inspirational story of alex jones as told to diane hanson,alex c. jones/diane m. hanson/stephen k. ray,4.27,9780898709193,en-GB,259,51,7,4/30/2006,Ignatius Press,['biography']
the alchemist,paulo coelho/alan r. clarke/james noel smith,3.86,9780060887964,eng,192,920,76,5/2/2006,HarperOne,"['fiction', 'alchemy', 'spirituality', 'graphic novels', 'literature']"
the alchemist,paulo coelho/alan r. clarke/özdemir i̇nce,3.86,9780061122415,eng,197,1631221,55843,5/1/1993,HarperCollins,"['fiction', 'alchemy', 'spirituality', 'graphic novels', 'literature']"
fullmetal alchemist  vol. 9 (fullmetal alchemist  #9),hiromu arakawa/akira watanabe,4.57,9781421504605,eng,192,9013,153,9/19/2006,VIZ Media LLC,"['alchemy', 'fiction']"
fullmetal alchemist  vol. 3 (fullmetal alchemist  #3),hiromu arakawa/akira watanabe,4.56,9781591169253,eng,192,16666,299,9/13/2005,VIZ Media LLC,[]
fullmetal alchemist  vol. 8 (fullmetal alchemist  #8),hiromu arakawa/akira watanabe,4.57,9781421504599,eng,192,11451,161,7/18/2006,VIZ Media LLC,[]
fullmetal alchemist  vol. 1 (fullmetal alchemist  #1),hiromu arakawa/akira watanabe,4.5,9781591169208,eng,192,111091,1427,5/3/2005,VIZ Media LLC,"['manga', 'fantasy', 'alchemy', 'graphic novels']"
fullmetal alchemist  vol. 4 (fullmetal alchemist  #4),hiromu arakawa/akira watanabe,4.55,9781591169291,eng,200,10752,294,11/8/2005,VIZ Media LLC,"['alchemy', 'fiction']"
the illustrated alchemist: a fable about following your dream,paulo coelho/alan r. clarke/mœbius,3.86,9780060192501,en-US,198,251,32,11/1/1998,HarperCollins Publishers,"['fiction', 'alchemy', 'spirituality', 'graphic novels', 'literature']"
fullmetal alchemist  vol. 2 (fullmetal alchemist  #2),hiromu arakawa/akira watanabe,4.52,9781591169239,eng,192,14923,419,7/5/2005,VIZ Media LLC,"['manga', 'fantasy']"
